Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_25_109,VGND,li1,56.3500,81.6000,0.000382
FILLER_25_92,VGND,li1,48.0700,81.6000,0.000340
FILLER_25_66,VGND,li1,36.3400,81.6000,0.000251
FILLER_25_37,VGND,li1,23.4600,81.6000,0.000121
FILLER_25_3,VGND,li1,7.1300,81.6000,0.000128
FILLER_24_206,VGND,li1,100.7400,76.1600,0.000204
FILLER_24_167,VGND,li1,83.2600,76.1600,0.000193
FILLER_24_149,VGND,li1,74.5200,76.1600,0.000181
FILLER_24_118,VGND,li1,61.1800,76.1600,0.000155
FILLER_24_81,VGND,li1,43.4700,76.1600,0.000109
FILLER_23_225,VGND,li1,109.9400,76.1600,0.000206
FILLER_23_221,VGND,li1,107.8700,76.1600,0.000206
FILLER_23_202,VGND,li1,98.6700,76.1600,0.000203
FILLER_23_194,VGND,li1,94.9900,76.1600,0.000201
FILLER_23_162,VGND,li1,81.4200,76.1600,0.000191
FILLER_23_133,VGND,li1,66.9300,76.1600,0.000165
FILLER_23_129,VGND,li1,65.7800,76.1600,0.000165
FILLER_23_117,VGND,li1,62.1000,76.1600,0.000155
FILLER_23_55,VGND,li1,31.0500,76.1600,0.000069
FILLER_23_38,VGND,li1,23.2300,76.1600,0.000049
FILLER_23_27,VGND,li1,18.4000,76.1600,0.000053
FILLER_22_195,VGND,li1,95.4500,70.7200,0.000225
FILLER_22_183,VGND,li1,90.3900,70.7200,0.000220
FILLER_22_150,VGND,li1,75.2100,70.7200,0.000198
FILLER_22_138,VGND,li1,69.4600,70.7200,0.000185
FILLER_22_90,VGND,li1,47.1500,70.7200,0.000125
FILLER_22_83,VGND,li1,43.9300,70.7200,0.000109
FILLER_22_67,VGND,li1,36.5700,70.7200,0.000084
FILLER_22_63,VGND,li1,35.4200,70.7200,0.000084
FILLER_22_35,VGND,li1,22.5400,70.7200,0.000045
FILLER_22_27,VGND,li1,18.1700,70.7200,0.000047
FILLER_22_19,VGND,li1,16.1000,70.7200,0.000047
FILLER_22_7,VGND,li1,11.5000,70.7200,0.000048
FILLER_21_162,VGND,li1,81.4200,70.7200,0.000207
FILLER_21_129,VGND,li1,65.0900,70.7200,0.000176
FILLER_21_111,VGND,li1,56.8100,70.7200,0.000154
FILLER_21_84,VGND,li1,44.8500,70.7200,0.000116
FILLER_21_69,VGND,li1,37.4900,70.7200,0.000092
FILLER_21_65,VGND,li1,36.3400,70.7200,0.000084
FILLER_21_52,VGND,li1,30.3600,70.7200,0.000065
FILLER_21_42,VGND,li1,25.0700,70.7200,0.000045
FILLER_21_34,VGND,li1,23.0000,70.7200,0.000045
FILLER_21_6,VGND,li1,11.0400,70.7200,0.000048
FILLER_20_174,VGND,li1,86.9400,65.2800,0.000252
FILLER_20_150,VGND,li1,75.2100,65.2800,0.000237
FILLER_20_138,VGND,li1,69.4600,65.2800,0.000230
FILLER_20_126,VGND,li1,66.2400,65.2800,0.000227
FILLER_20_89,VGND,li1,47.3800,65.2800,0.000158
FILLER_20_80,VGND,li1,43.2400,65.2800,0.000139
FILLER_20_70,VGND,li1,38.1800,65.2800,0.000114
FILLER_20_62,VGND,li1,35.8800,65.2800,0.000106
FILLER_20_6,VGND,li1,9.2000,65.2800,0.000053
FILLER_19_204,VGND,li1,100.2800,65.2800,0.000260
FILLER_19_185,VGND,li1,91.0800,65.2800,0.000256
FILLER_19_167,VGND,li1,82.5700,65.2800,0.000248
FILLER_19_161,VGND,li1,80.9600,65.2800,0.000246
FILLER_19_141,VGND,li1,71.0700,65.2800,0.000234
FILLER_19_133,VGND,li1,68.5400,65.2800,0.000230
FILLER_19_99,VGND,li1,51.9800,65.2800,0.000178
FILLER_19_44,VGND,li1,26.2200,65.2800,0.000052
FILLER_19_32,VGND,li1,23.0000,65.2800,0.000053
FILLER_19_18,VGND,li1,14.7200,65.2800,0.000053
FILLER_19_6,VGND,li1,11.0400,65.2800,0.000053
FILLER_18_228,VGND,li1,110.6300,59.8400,0.000239
FILLER_18_212,VGND,li1,103.5000,59.8400,0.000237
FILLER_18_194,VGND,li1,95.2200,59.8400,0.000231
FILLER_18_181,VGND,li1,89.7000,59.8400,0.000225
FILLER_18_139,VGND,li1,69.6900,59.8400,0.000192
FILLER_18_133,VGND,li1,68.0800,59.8400,0.000187
FILLER_18_71,VGND,li1,39.1000,59.8400,0.000103
FILLER_18_45,VGND,li1,26.4500,59.8400,0.000049
FILLER_18_41,VGND,li1,25.3000,59.8400,0.000049
FILLER_18_29,VGND,li1,21.6200,59.8400,0.000052
FILLER_18_26,VGND,li1,17.9400,59.8400,0.000054
FILLER_18_7,VGND,li1,9.2000,59.8400,0.000059
FILLER_17_178,VGND,li1,87.6300,59.8400,0.000223
FILLER_17_143,VGND,li1,72.2200,59.8400,0.000197
FILLER_17_124,VGND,li1,63.2500,59.8400,0.000176
FILLER_17_98,VGND,li1,51.9800,59.8400,0.000142
FILLER_17_42,VGND,li1,26.6800,59.8400,0.000049
FILLER_16_227,VGND,li1,110.4000,54.4000,0.000165
FILLER_16_195,VGND,li1,95.4500,54.4000,0.000160
FILLER_16_178,VGND,li1,87.6300,54.4000,0.000154
FILLER_16_172,VGND,li1,86.0200,54.4000,0.000152
FILLER_16_150,VGND,li1,74.7500,54.4000,0.000140
FILLER_16_123,VGND,li1,62.3300,54.4000,0.000121
FILLER_16_119,VGND,li1,61.1800,54.4000,0.000121
FILLER_16_111,VGND,li1,57.0400,54.4000,0.000114
FILLER_16_107,VGND,li1,54.9700,54.4000,0.000110
FILLER_16_101,VGND,li1,53.3600,54.4000,0.000105
FILLER_16_80,VGND,li1,43.2400,54.4000,0.000087
FILLER_16_50,VGND,li1,29.2100,54.4000,0.000051
FILLER_15_213,VGND,li1,103.7300,54.4000,0.000163
FILLER_15_209,VGND,li1,102.5800,54.4000,0.000163
FILLER_15_177,VGND,li1,88.7800,54.4000,0.000154
FILLER_15_164,VGND,li1,81.8800,54.4000,0.000149
FILLER_15_143,VGND,li1,72.2200,54.4000,0.000137
FILLER_15_122,VGND,li1,64.4000,54.4000,0.000126
FILLER_15_100,VGND,li1,52.4400,54.4000,0.000105
FILLER_15_19,VGND,li1,14.9500,54.4000,0.000040
FILLER_14_204,VGND,li1,100.0500,48.9600,0.000316
FILLER_14_187,VGND,li1,92.0000,48.9600,0.000305
FILLER_14_180,VGND,li1,88.5500,48.9600,0.000296
FILLER_14_172,VGND,li1,86.4800,48.9600,0.000291
FILLER_14_161,VGND,li1,80.2700,48.9600,0.000274
FILLER_14_152,VGND,li1,75.6700,48.9600,0.000262
FILLER_14_141,VGND,li1,71.0700,48.9600,0.000244
FILLER_14_138,VGND,li1,69.4600,48.9600,0.000244
FILLER_14_130,VGND,li1,67.1600,48.9600,0.000236
FILLER_14_89,VGND,li1,46.6900,48.9600,0.000164
FILLER_14_85,VGND,li1,45.5400,48.9600,0.000153
FILLER_14_39,VGND,li1,24.1500,48.9600,0.000056
FILLER_14_29,VGND,li1,19.0900,48.9600,0.000057
FILLER_14_26,VGND,li1,17.9400,48.9600,0.000057
FILLER_14_15,VGND,li1,13.1100,48.9600,0.000058
FILLER_14_7,VGND,li1,10.5800,48.9600,0.000059
FILLER_13_223,VGND,li1,108.3300,48.9600,0.000318
FILLER_13_219,VGND,li1,107.1800,48.9600,0.000318
FILLER_13_166,VGND,li1,82.3400,48.9600,0.000281
FILLER_13_154,VGND,li1,77.0500,48.9600,0.000262
FILLER_13_141,VGND,li1,71.3000,48.9600,0.000250
FILLER_13_122,VGND,li1,62.3300,48.9600,0.000222
FILLER_13_109,VGND,li1,56.3500,48.9600,0.000202
FILLER_13_76,VGND,li1,41.1700,48.9600,0.000138
FILLER_13_66,VGND,li1,36.3400,48.9600,0.000117
FILLER_13_43,VGND,li1,26.2200,48.9600,0.000070
FILLER_13_15,VGND,li1,13.3400,48.9600,0.000058
FILLER_13_3,VGND,li1,9.6600,48.9600,0.000059
FILLER_12_206,VGND,li1,100.9700,43.5200,0.000397
FILLER_12_190,VGND,li1,94.3000,43.5200,0.000391
FILLER_12_157,VGND,li1,78.4300,43.5200,0.000367
FILLER_12_139,VGND,li1,69.6900,43.5200,0.000329
FILLER_12_126,VGND,li1,64.4000,43.5200,0.000309
FILLER_12_114,VGND,li1,60.7200,43.5200,0.000297
FILLER_12_85,VGND,li1,45.0800,43.5200,0.000224
FILLER_12_63,VGND,li1,34.7300,43.5200,0.000168
FILLER_12_29,VGND,li1,19.3200,43.5200,0.000104
FILLER_12_19,VGND,li1,14.4900,43.5200,0.000105
FILLER_12_7,VGND,li1,11.5000,43.5200,0.000106
FILLER_11_225,VGND,li1,109.2500,43.5200,0.000401
FILLER_11_201,VGND,li1,98.2100,43.5200,0.000395
FILLER_11_146,VGND,li1,73.1400,43.5200,0.000348
